script,nominal_waves,period_steps,actual_cycles_after_start,step,schedule_ratio,wsd_ratio,block_lr,gamma_lr
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1631,1.1930818242541368,1.0,0.002147547283657446,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1632,1.193371576143929,1.0,0.002148068837059072,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1633,1.193661251693685,1.0,0.002148590253048633,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1634,1.1939508507890462,1.0,0.002149111531420283,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1635,1.194240373315683,1.0,0.002149632671968229,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1636,1.1945298191592966,1.0,0.002150153674486734,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1637,1.1948191882056183,1.0,0.0021506745387701127,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1638,1.19510848034041,1.0,0.002151195264612738,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1639,1.1953976954494634,1.0,0.002151715851809034,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1640,1.1956868334186013,1.0,0.002152236300153482,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1641,1.1959758941336762,1.0,0.002152756609440617,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1642,1.196264877480572,1.0,0.0021532767794650294,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1643,1.1965537833452022,1.0,0.002153796810021364,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1644,1.1968426116135118,1.0,0.002154316700904321,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1645,1.1971313621714756,1.0,0.002154836451908656,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1646,1.1974200349050994,1.0,0.0021553560628291787,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1647,1.1977086297004202,1.0,0.0021558755334607563,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1648,1.197997146443505,1.0,0.002156394863598309,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1649,1.198285585020452,1.0,0.0021569140530368134,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1650,1.1985739453173903,1.0,0.0021574331015713024,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1651,1.1988622272204799,1.0,0.002157952008996864,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1652,1.1991504306159113,1.0,0.0021584707751086405,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1653,1.199438555389907,1.0,0.0021589893997018324,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1654,1.1997266014287193,1.0,0.0021595078825716947,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1655,1.2000145686186323,1.0,0.002160026223513538,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1656,1.2003024568459615,1.0,0.0021605444223227305,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1657,1.2005902659970529,1.0,0.002161062478794695,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1658,1.2008779959582838,1.0,0.002161580392724911,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1659,1.2011656466160634,1.0,0.002162098163908914,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1660,1.2014532178568313,1.0,0.0021626157921422963,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1661,1.2017407095670594,1.0,0.0021631332772207067,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1662,1.2020281216332502,1.0,0.0021636506189398504,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1663,1.2023154539419383,1.0,0.0021641678170954888,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1664,1.2026027063796891,1.0,0.0021646848714834406,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1665,1.2028898788331,1.0,0.0021652017818995796,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1666,1.2031769711887998,1.0,0.0021657185481398396,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1667,1.2034639833334493,1.0,0.0021662351700002087,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1668,1.2037509151537404,1.0,0.002166751647276733,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1669,1.2040377665363968,1.0,0.002167267979765514,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1670,1.2043245373681746,1.0,0.0021677841672627144,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1671,1.2046112275358607,1.0,0.002168300209564549,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1672,1.2048978369262746,1.0,0.0021688161064672942,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1673,1.2051843654262675,1.0,0.0021693318577672813,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1674,1.2054708129227223,1.0,0.0021698474632609,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1675,1.2057571793025543,1.0,0.0021703629227445976,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1676,1.2060434644527105,1.0,0.002170878236014879,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1677,1.20632966826017,1.0,0.002171393402868306,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1678,1.2066157906119441,1.0,0.0021719084231014993,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1679,1.2069018313950763,1.0,0.0021724232965111374,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1680,1.2071877904966422,1.0,0.002172938022893956,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1681,1.2074736678037494,1.0,0.002173452602046749,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1682,1.2077594632035384,1.0,0.002173967033766369,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1683,1.2080451765831817,1.0,0.002174481317849727,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1684,1.208330807829884,1.0,0.002174995454093791,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1685,1.2086163568308825,1.0,0.0021755094422955886,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1686,1.2089018234734477,1.0,0.0021760232822522056,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1687,1.2091872076448809,1.0,0.0021765369737607853,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1688,1.2094725092325176,1.0,0.0021770505166185316,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1689,1.2097577281237248,1.0,0.002177563910622705,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1690,1.2100428642059031,1.0,0.0021780771555706254,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1691,1.2103279173664852,1.0,0.002178590251259673,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1692,1.210612887492936,1.0,0.0021791031974872847,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1693,1.2108977744727547,1.0,0.0021796159940509585,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1694,1.2111825781934717,1.0,0.002180128640748249,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1695,1.2114672985426516,1.0,0.002180641137376773,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1696,1.211751935407891,1.0,0.0021811534837342036,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1697,1.2120364886768198,1.0,0.0021816656796182755,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1698,1.2123209582371006,1.0,0.002182177724826781,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1699,1.21260534397643,1.0,0.002182689619157574,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1700,1.2128896457825364,1.0,0.0021832013624085655,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1701,1.2131738635431821,1.0,0.002183712954377728,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1702,1.2134579971461625,1.0,0.0021842243948630925,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1703,1.2137420464793063,1.0,0.002184735683662751,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1704,1.214026011430475,1.0,0.002185246820574855,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1705,1.214309891887564,1.0,0.0021857578053976153,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1706,1.214593687738502,1.0,0.0021862686379293035,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1707,1.2148773988712502,1.0,0.0021867793179682505,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1708,1.2151610251738045,1.0,0.002187289845312848,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1709,1.2154445665341935,1.0,0.002187800219761548,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1710,1.2157280228404794,1.0,0.002188310441112863,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1711,1.2160113939807586,1.0,0.0021888205091653654,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1712,1.2162946798431604,1.0,0.0021893304237176887,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1713,1.216577880315848,1.0,0.0021898401845685265,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1714,1.2168609952870184,1.0,0.002190349791516633,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1715,1.2171440246449023,1.0,0.002190859244360824,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1716,1.217426968277764,1.0,0.0021913685428999754,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1717,1.2177098260739023,1.0,0.002191877686933024,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1718,1.217992597921649,1.0,0.0021923866762589683,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1719,1.2182752837093704,1.0,0.002192895510676867,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1720,1.2185578833254664,1.0,0.0021934041899858395,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1721,1.2188403966583716,1.0,0.0021939127139850687,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1722,1.2191228235965539,1.0,0.002194421082473797,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1723,1.2194051640285155,1.0,0.0021949292952513277,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1724,1.2196874178427932,1.0,0.0021954373521170275,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1725,1.2199695849279577,1.0,0.002195945252870324,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1726,1.2202516651726134,1.0,0.0021964529973107043,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1727,1.2205336584653999,1.0,0.00219696058523772,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1728,1.2208155646949908,1.0,0.002197468016450983,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1729,1.2210973837500936,1.0,0.0021979752907501683,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1730,1.2213791155194509,1.0,0.0021984824079350116,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1731,1.2216607598918392,1.0,0.0021989893678053107,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1732,1.2219423167560701,1.0,0.002199496170160926,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1733,1.222223786000989,1.0,0.0022000028148017802,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1734,1.2225051675154768,1.0,0.002200509301527858,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1735,1.222786461188448,1.0,0.002201015630139206,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1736,1.223067666908853,1.0,0.002201521800435935,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1737,1.2233487845656754,1.0,0.0022020278122182155,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1738,1.2236298140479351,1.0,0.002202533665286283,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1739,1.2239107552446857,1.0,0.0022030393594404344,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1740,1.2241916080450161,1.0,0.002203544894481029,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1741,1.2244723723380504,1.0,0.0022040502702084905,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1742,1.2247530480129467,1.0,0.002204555486423304,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1743,1.2250336349588993,1.0,0.002205060542926019,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1744,1.2253141330651367,1.0,0.002205565439517246,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1745,1.2255945422209225,1.0,0.0022060701759976605,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1746,1.2258748623155558,1.0,0.0022065747521680004,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1747,1.2261550932383707,1.0,0.0022070791678290673,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1748,1.2264352348787364,1.0,0.0022075834227817254,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1749,1.2267152871260574,1.0,0.0022080875168269034,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1750,1.2269952498697734,1.0,0.002208591449765592,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1751,1.2272751229993597,1.0,0.0022090952213988475,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1752,1.227554906404327,1.0,0.0022095988315277886,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1753,1.2278345999742206,1.0,0.002210102279953597,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1754,1.2281142035986228,1.0,0.0022106055664775207,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1755,1.2283937171671497,1.0,0.0022111086909008693,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1756,1.2286731405694542,1.0,0.0022116116530250174,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1757,1.2289524736952244,1.0,0.002212114452651404,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1758,1.229231716434184,1.0,0.002212617089581531,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1759,1.229510868676092,1.0,0.0022131195636169655,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1760,1.229789930310744,1.0,0.0022136218745593393,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1761,1.2300689012279706,1.0,0.002214124022210347,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1762,1.2303477813176384,1.0,0.002214626006371749,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1763,1.2306265704696504,1.0,0.0022151278268453707,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1764,1.2309052685739448,1.0,0.0022156294834331006,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1765,1.2311838755204958,1.0,0.0022161309759368922,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1766,1.2314623911993143,1.0,0.002216632304158766,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1767,1.2317408155004461,1.0,0.0022171334679008028,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1768,1.2320191483139742,1.0,0.0022176344669651536,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1769,1.2322973895300169,1.0,0.0022181353011540305,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1770,1.2325755390387292,1.0,0.0022186359702697123,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1771,1.232853596730302,1.0,0.0022191364741145437,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1772,1.2331315624949624,1.0,0.0022196368124909323,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1773,1.233409436222974,1.0,0.002220136985201353,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1774,1.2336872178046367,1.0,0.002220636992048346,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1775,1.2339649071302867,1.0,0.002221136832834516,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1776,1.2342425040902967,1.0,0.002221636507362534,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1777,1.2345200085750756,1.0,0.0022221360154351362,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1778,1.2347974204750696,1.0,0.002222635356855125,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1779,1.23507473968076,1.0,0.002223134531425368,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1780,1.2353519660826662,1.0,0.0022236335389487993,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1781,1.2356290995713437,1.0,0.0022241323792284184,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1782,1.235906140037384,1.0,0.0022246310520672914,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1783,1.2361830873714164,1.0,0.002225129557268549,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1784,1.2364599414641062,1.0,0.002225627894635391,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1785,1.236736702206156,1.0,0.0022261260639710807,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1786,1.237013369488305,1.0,0.0022266240650789487,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1787,1.2372899432013293,1.0,0.002227121897762393,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1788,1.237566423236042,1.0,0.0022276195618248754,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1789,1.237842809483293,1.0,0.0022281170570699273,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1790,1.2381191018339694,1.0,0.002228614383301145,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1791,1.2383953001789958,1.0,0.0022291115403221926,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1792,1.238671404409333,1.0,0.0022296085279367994,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1793,1.2389474144159796,1.0,0.002230105345948763,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1794,1.239223330089971,1.0,0.002230601994161948,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1795,1.2394991513223805,1.0,0.002231098472380285,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1796,1.239774878004318,1.0,0.0022315947804077726,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1797,1.2400505100269308,1.0,0.0022320909180484753,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1798,1.240326047281404,1.0,0.002232586885106527,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1799,1.2406014896589597,1.0,0.002233082681386127,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1800,1.2408768370508576,1.0,0.0022335783066915436,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1801,1.2411520893483952,1.0,0.0022340737608271114,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1802,1.2414272464429068,1.0,0.002234569043597232,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1803,1.2417023082257652,1.0,0.0022350641548063775,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1804,1.24197727458838,1.0,0.002235559094259084,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1805,1.242252145422199,1.0,0.002236053861759958,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1806,1.2425269206187075,1.0,0.0022365484571136734,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1807,1.2428016000694286,1.0,0.0022370428801249715,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1808,1.2430761836659234,1.0,0.002237537130598662,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1809,1.2433506712997904,1.0,0.0022380312083396226,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1810,1.2436250628626662,1.0,0.002238525113152799,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1811,1.2438993582462254,1.0,0.0022390188448432055,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1812,1.2441735573421808,1.0,0.0022395124032159254,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1813,1.2444476600422825,1.0,0.0022400057880761085,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1814,1.2447216662383196,1.0,0.0022404989992289752,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1815,1.2449955758221183,1.0,0.002240992036479813,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1816,1.2452693886855437,1.0,0.0022414848996339786,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1817,1.2455431047204988,1.0,0.002241977588496898,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1818,1.2458167238189248,1.0,0.0022424701028740646,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1819,1.2460902458728011,1.0,0.002242962442571042,0.0018
train_gpt2_gamma_cosine_wave_lrmatched_B0128_devB064.py,2,10000,1.94,1820,1.2463636707741457,1.0,0.002243454607393462,0.0018
