script,nominal_waves,period_steps,actual_cycles_after_start,step,schedule_ratio,wsd_ratio,block_lr,gamma_lr
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8633,1.164037686263816,1.0,0.002095267835274869,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8634,1.1652242510857398,1.0,0.0020974036519543315,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8635,1.1664097722614923,1.0,0.002099537590070686,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8636,1.1675942423026808,1.0,0.0021016696361448256,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8637,1.1687776537275523,1.0,0.002103799776709594,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8638,1.1699599990610303,1.0,0.0021059279983098545,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8639,1.1711412708347857,1.0,0.002108054287502614,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8640,1.172321461587257,1.0,0.0021101786308570626,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8641,1.1735005638637253,1.0,0.0021123010149547055,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8642,1.1746785702163325,1.0,0.0021144214263893986,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8643,1.175855473204154,1.0,0.002116539851767477,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8644,1.1770312653932342,1.0,0.0021186562777078216,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8645,1.1782059393566235,1.0,0.0021207706908419224,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8646,1.1793794876744499,1.0,0.00212288307781401,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8647,1.1805519029339375,1.0,0.0021249934252810876,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8648,1.181723177729481,1.0,0.0021271017199130655,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8649,1.1828933046626655,1.0,0.002129207948392798,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8650,1.184062276342337,1.0,0.0021313120974162064,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8651,1.1852300853846378,1.0,0.002133414153692348,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8652,1.1863967244130451,1.0,0.0021355141039434812,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8653,1.187562186058439,1.0,0.0021376119349051904,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8654,1.1887264629591243,1.0,0.0021397076333264237,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8655,1.1898895477609013,1.0,0.002141801185969622,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8656,1.191051433117088,1.0,0.0021438925796107584,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8657,1.1922121116885884,1.0,0.002145981801039459,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8658,1.1933715761439287,1.0,0.0021480688370590717,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8659,1.1945298191592952,1.0,0.0021501536744867314,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8660,1.1956868334186017,1.0,0.002152236300153483,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8661,1.1968426116135107,1.0,0.0021543167009043193,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8662,1.197997146443506,1.0,0.0021563948635983108,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8663,1.1991504306159109,1.0,0.0021584707751086396,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8664,1.2003024568459597,1.0,0.0021605444223227275,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8665,1.2014532178568313,1.0,0.0021626157921422963,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8666,1.2026027063796878,1.0,0.002164684871483438,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8667,1.2037509151537409,1.0,0.0021667516472767337,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8668,1.204897836926274,1.0,0.002168816106467293,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8669,1.2060434644527116,1.0,0.002170878236014881,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8670,1.2071877904966417,1.0,0.002172938022893955,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8671,1.2083308078298822,1.0,0.002174995454093788,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8672,1.2094725092325178,1.0,0.002177050516618532,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8673,1.210612887492935,1.0,0.002179103197487283,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8674,1.2117519354078916,1.0,0.002181153483734205,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8675,1.2128896457825358,1.0,0.002183201362408564,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8676,1.2140260114304764,1.0,0.0021852468205748573,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8677,1.2151610251738043,1.0,0.0021872898453128477,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8678,1.2162946798431589,1.0,0.0021893304237176857,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8679,1.2174269682777645,1.0,0.0021913685428999762,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8680,1.2185578833254656,1.0,0.0021934041899858378,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8681,1.219687417842794,1.0,0.0021954373521170293,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8682,1.2208155646949903,1.0,0.0021974680164509827,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8683,1.2219423167560715,1.0,0.0021994961701609288,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8684,1.223067666908853,1.0,0.002201521800435935,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8685,1.224191608045018,1.0,0.002203544894481032,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8686,1.2253141330651371,1.0,0.002205565439517247,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8687,1.2264352348787355,1.0,0.002207583422781724,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8688,1.2275549064043279,1.0,0.00220959883152779,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8689,1.228673140569454,1.0,0.002211611653025017,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8690,1.2297899303107453,1.0,0.0022136218745593414,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8691,1.230905268573945,1.0,0.002215629483433101,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8692,1.232019148313973,1.0,0.0022176344669651515,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8693,1.233131562494963,1.0,0.0022196368124909336,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8694,1.234242504090296,1.0,0.0022216365073625326,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8695,1.2353519660826675,1.0,0.0022236335389488014,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8696,1.236459941464106,1.0,0.0022256278946353905,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8697,1.2375664232360404,1.0,0.0022276195618248728,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8698,1.2386714044093332,1.0,0.0022296085279368,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8699,1.239774878004317,1.0,0.0022315947804077705,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8700,1.2408768370508585,1.0,0.0022335783066915454,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8701,1.2419772745883795,1.0,0.002235559094259083,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8702,1.2430761836659245,1.0,0.002237537130598664,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8703,1.2441735573421808,1.0,0.0022395124032159254,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8704,1.2452693886855424,1.0,0.002241484899633976,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8705,1.2463636707741461,1.0,0.002243454607393463,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8706,1.2474563966959058,1.0,0.0022454215140526304,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8707,1.2485475595485762,1.0,0.0022473856071874372,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8708,1.249637152439774,1.0,0.002249346874391593,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8709,1.2507251684870413,1.0,0.002251305303276674,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8710,1.2518116008178806,1.0,0.002253260881472185,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8711,1.2528964425697882,1.0,0.0022552135966256185,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8712,1.2539796868903206,1.0,0.002257163436402577,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8713,1.2550613269371116,1.0,0.002259110388486801,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8714,1.256141355877938,1.0,0.002261054440580288,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8715,1.257219766890753,1.0,0.0022629955804033554,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8716,1.2582965531637205,1.0,0.002264933795694697,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8717,1.259371707895279,1.0,0.0022668690742115023,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8718,1.260445224294161,1.0,0.00226880140372949,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8719,1.2615170955794568,1.0,0.0022707307720430223,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8720,1.2625873149806472,1.0,0.002272657166965165,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8721,1.2636558757376393,1.0,0.0022745805763277507,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8722,1.2647227711008284,1.0,0.002276500987981491,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8723,1.2657879943311177,1.0,0.002278418389796012,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8724,1.2668515386999841,1.0,0.0022803327696599715,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8725,1.2679133974894974,1.0,0.0022822441154810953,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8726,1.2689735639923834,1.0,0.00228415241518629,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8727,1.2700320315120575,1.0,0.0022860576567217033,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8728,1.2710887933626571,1.0,0.0022879598280527826,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8729,1.2721438428691065,1.0,0.002289858917164392,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8730,1.2731971733671332,1.0,0.0022917549120608396,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8731,1.2742487782033356,1.0,0.002293647800766004,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8732,1.2752986507352,1.0,0.00229553757132336,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8733,1.2763467843311638,1.0,0.0022974242117960947,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8734,1.2773931723706484,1.0,0.002299307710267167,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8735,1.2784378082440924,1.0,0.002301188054839366,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8736,1.2794806853530138,1.0,0.0023030652336354248,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8737,1.2805217971100284,1.0,0.002304939234798051,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8738,1.281561136938914,1.0,0.002306810046490045,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8739,1.2825986982746294,1.0,0.0023086776568943326,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8740,1.2836344745633794,1.0,0.002310542054214083,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8741,1.284668459262632,1.0,0.0023124032266727376,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8742,1.2857006458411813,1.0,0.002314261162514126,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8743,1.2867310277791781,1.0,0.0023161158500025207,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8744,1.2877595985681647,1.0,0.0023179672774226966,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8745,1.2887863517111344,1.0,0.0023198154330800417,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8746,1.2898112807225512,1.0,0.0023216603053005922,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8747,1.2908343791284116,1.0,0.0023235018824311407,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8748,1.2918556404662644,1.0,0.002325340152839276,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8749,1.2928750582852708,1.0,0.0023271751049134875,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8750,1.2938926261462371,1.0,0.0023290067270632267,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8751,1.2949083376216453,1.0,0.0023308350077189616,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8752,1.2959221862957158,1.0,0.002332659935332288,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8753,1.2969341657644233,1.0,0.002334481498375962,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8754,1.2979442696355614,1.0,0.0023362996853440103,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8755,1.2989524915287596,1.0,0.002338114484751767,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8756,1.299958825075543,1.0,0.002339925885135977,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8757,1.300963263919365,1.0,0.0023417338750548566,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8758,1.301965801715638,1.0,0.0023435384430881482,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8759,1.3029664321317942,1.0,0.0023453395778372296,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8760,1.3039651488473025,1.0,0.0023471372679251443,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8761,1.304961945553731,1.0,0.0023489315019967157,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8762,1.3059568159547643,1.0,0.0023507222687185756,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8763,1.3069497537662629,1.0,0.0023525095567792733,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8764,1.307940752716295,1.0,0.002354293354889331,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8765,1.3089298065451667,1.0,0.0023560736517813,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8766,1.3099169090054823,1.0,0.002357850436209868,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8767,1.3109020538621605,1.0,0.002359623696951889,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8768,1.3118852348924968,1.0,0.002361393422806494,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8769,1.3128664458861794,1.0,0.0023631596025951228,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8770,1.3138456806453496,1.0,0.002364922225161629,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8771,1.3148229329846308,1.0,0.0023666812793723354,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8772,1.3157981967311612,1.0,0.00236843675411609,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8773,1.3167714657246496,1.0,0.0023701886383043695,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8774,1.3177427338173955,1.0,0.0023719369208713118,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8775,1.3187119948743438,1.0,0.0023736815907738186,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8776,1.3196792427731179,1.0,0.002375422636991612,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8777,1.3206444714040488,1.0,0.0023771600485272878,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8778,1.3216076746702337,1.0,0.0023788938144064203,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8779,1.3225688464875511,1.0,0.002380623923677592,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8780,1.323527980784721,1.0,0.0023823503654124977,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8781,1.3244850715033318,1.0,0.0023840731287059973,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8782,1.3254401125978734,1.0,0.002385792202676172,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8783,1.3263930980357925,1.0,0.0023875075764644266,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8784,1.3273440217975097,1.0,0.0023892192392355174,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8785,1.3282928778764767,1.0,0.002390927180177658,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8786,1.329239660279205,1.0,0.0023926313885025688,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8787,1.3301843630252972,1.0,0.0023943318534455347,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8788,1.3311269801475027,1.0,0.0023960285642655047,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8789,1.3320675056917342,1.0,0.0023977215102451216,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8790,1.3330059337171265,1.0,0.0023994106806908277,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8791,1.3339422582960527,1.0,0.0024010960649328947,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8792,1.3348764735141807,1.0,0.0024027776523255252,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8793,1.335808573470502,1.0,0.002404455432246904,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8794,1.3367385522773614,1.0,0.0024061293940992505,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8795,1.3376664040605126,1.0,0.0024077995273089226,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8796,1.3385921229591342,1.0,0.0024094658213264417,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8797,1.339515703125885,1.0,0.002411128265626593,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8798,1.3404371387269338,1.0,0.0024127868497084808,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8799,1.3413564239419868,1.0,0.002414441563095576,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8800,1.3422735529643446,1.0,0.0024160923953358204,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8801,1.3431885200009162,1.0,0.002417739336001649,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8802,1.3441013192722777,1.0,0.0024193823746901,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8803,1.345011945012688,1.0,0.0024210215010228384,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8804,1.3459203914701425,1.0,0.0024226567046462563,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8805,1.3468266529064024,1.0,0.0024242879752315242,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8806,1.3477307235970222,1.0,0.00242591530247464,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8807,1.3486325978314055,1.0,0.00242753867609653,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8808,1.3495322699128196,1.0,0.002429158085843075,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8809,1.3504297341584515,1.0,0.0024307735214852124,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8810,1.3513249848994242,1.0,0.0024323849728189635,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8811,1.35221801648085,1.0,0.00243399242966553,0.0018
train_gpt2_gamma_cosine_wave8cycles_lrmatched_B0128_devB064.py,8,2500,7.76,8812,1.3531088232618587,1.0,0.0024355958818713455,0.0018
